turkid,choice,round,condid,condition,startdate,enddate,timing,time_to_choose,time_to_completion,project,project_chosen,valuation,activity,customers,competitors
99B95E911AF94BC68EC1D03619059EF4,2,3,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:35Z,3.6969997882843018,77,1,0,500000,Electronics,5000,7
99B95E911AF94BC68EC1D03619059EF4,1,4,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:38Z,3.3610000610351563,77,2,0,2100000,Biotechnology,3000,5
99B95E911AF94BC68EC1D03619059EF4,1,4,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:38Z,3.3610000610351563,77,0,0,2500000,Robotics,14000,7
99B95E911AF94BC68EC1D03619059EF4,1,4,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:38Z,3.3610000610351563,77,1,1,2100000,Electronics,7000,7
99B95E911AF94BC68EC1D03619059EF4,0,5,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:41Z,3.2980000972747803,77,2,0,1000000,Robotics,6000,6
99B95E911AF94BC68EC1D03619059EF4,0,5,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:41Z,3.2980000972747803,77,0,1,500000,Robotics,3000,14
99B95E911AF94BC68EC1D03619059EF4,0,5,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:41Z,3.2980000972747803,77,1,0,1100000,Electronics,2000,9
99B95E911AF94BC68EC1D03619059EF4,2,6,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:45Z,3.5850000381469727,77,2,1,900000,Robotics,14000,6
99B95E911AF94BC68EC1D03619059EF4,2,6,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:45Z,3.5850000381469727,77,0,0,500000,Biotechnology,2000,7
99B95E911AF94BC68EC1D03619059EF4,2,6,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:45Z,3.5850000381469727,77,1,0,1800000,Electronics,8000,5
99B95E911AF94BC68EC1D03619059EF4,1,7,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:48Z,2.991999864578247,77,2,0,2900000,Electronics,9000,9
99B95E911AF94BC68EC1D03619059EF4,1,7,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:48Z,2.991999864578247,77,0,0,2900000,Biotechnology,12000,6
99B95E911AF94BC68EC1D03619059EF4,1,7,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:48Z,2.991999864578247,77,1,1,2400000,Robotics,8000,5
99B95E911AF94BC68EC1D03619059EF4,2,8,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:53Z,4.700999975204468,77,2,1,2100000,Robotics,4000,13
99B95E911AF94BC68EC1D03619059EF4,2,8,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:53Z,4.700999975204468,77,0,0,800000,Electronics,12000,8
99B95E911AF94BC68EC1D03619059EF4,2,8,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:53Z,4.700999975204468,77,1,0,2600000,Electronics,4000,7
99B95E911AF94BC68EC1D03619059EF4,2,9,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:56Z,3.7810001373291016,77,2,1,800000,Biotechnology,5000,5
99B95E911AF94BC68EC1D03619059EF4,2,9,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:56Z,3.7810001373291016,77,0,0,1600000,Electronics,3000,10
99B95E911AF94BC68EC1D03619059EF4,2,9,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:34:56Z,3.7810001373291016,77,1,0,700000,Electronics,12000,7
99B95E911AF94BC68EC1D03619059EF4,0,10,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:00Z,3.3469998836517334,77,2,0,3000000,Biotechnology,14000,8
99B95E911AF94BC68EC1D03619059EF4,0,10,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:00Z,3.3469998836517334,77,0,1,700000,Robotics,3000,2
99B95E911AF94BC68EC1D03619059EF4,0,10,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:00Z,3.3469998836517334,77,1,0,1000000,Electronics,7000,5
99B95E911AF94BC68EC1D03619059EF4,2,11,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:05Z,5.462000131607056,77,2,1,1800000,Biotechnology,11000,12
99B95E911AF94BC68EC1D03619059EF4,2,11,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:05Z,5.462000131607056,77,0,0,2000000,Robotics,6000,9
99B95E911AF94BC68EC1D03619059EF4,2,11,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:05Z,5.462000131607056,77,1,0,800000,Biotechnology,9000,2
99B95E911AF94BC68EC1D03619059EF4,1,12,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:09Z,3.81499981880188,77,2,0,2600000,Electronics,5000,12
99B95E911AF94BC68EC1D03619059EF4,1,12,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:09Z,3.81499981880188,77,0,0,2000000,Biotechnology,4000,9
99B95E911AF94BC68EC1D03619059EF4,1,12,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:09Z,3.81499981880188,77,1,1,1800000,Electronics,2000,9
99B95E911AF94BC68EC1D03619059EF4,0,13,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:14Z,5.064000129699707,77,2,0,2700000,Biotechnology,14000,2
99B95E911AF94BC68EC1D03619059EF4,0,13,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:14Z,5.064000129699707,77,0,1,1800000,Robotics,11000,9
99B95E911AF94BC68EC1D03619059EF4,0,13,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:14Z,5.064000129699707,77,1,0,2100000,Robotics,14000,5
99B95E911AF94BC68EC1D03619059EF4,2,14,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:17Z,3.4579999446868896,77,2,1,2200000,Robotics,6000,3
99B95E911AF94BC68EC1D03619059EF4,2,14,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:17Z,3.4579999446868896,77,0,0,700000,Robotics,3000,12
99B95E911AF94BC68EC1D03619059EF4,2,14,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:17Z,3.4579999446868896,77,1,0,1200000,Biotechnology,5000,10
99B95E911AF94BC68EC1D03619059EF4,1,15,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:21Z,3.187000036239624,77,2,0,1900000,Biotechnology,6000,8
99B95E911AF94BC68EC1D03619059EF4,1,15,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:21Z,3.187000036239624,77,0,0,500000,Biotechnology,6000,5
99B95E911AF94BC68EC1D03619059EF4,1,15,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:21Z,3.187000036239624,77,1,1,1500000,Electronics,11000,8
99B95E911AF94BC68EC1D03619059EF4,0,16,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:23Z,2.742000102996826,77,2,0,1600000,Electronics,7000,4
99B95E911AF94BC68EC1D03619059EF4,0,16,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:23Z,2.742000102996826,77,0,1,1900000,Electronics,7000,4
99B95E911AF94BC68EC1D03619059EF4,0,16,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:23Z,2.742000102996826,77,1,0,800000,Electronics,11000,8
99B95E911AF94BC68EC1D03619059EF4,2,17,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:26Z,3.0119998455047607,77,2,1,1600000,Robotics,14000,5
99B95E911AF94BC68EC1D03619059EF4,2,17,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:26Z,3.0119998455047607,77,0,0,1300000,Robotics,4000,2
99B95E911AF94BC68EC1D03619059EF4,2,17,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:26Z,3.0119998455047607,77,1,0,2900000,Electronics,8000,2
99B95E911AF94BC68EC1D03619059EF4,1,18,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:29Z,2.942000150680542,77,2,0,1800000,Robotics,6000,3
99B95E911AF94BC68EC1D03619059EF4,1,18,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:29Z,2.942000150680542,77,0,0,1300000,Biotechnology,3000,4
99B95E911AF94BC68EC1D03619059EF4,1,18,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:29Z,2.942000150680542,77,1,1,1400000,Biotechnology,14000,4
99B95E911AF94BC68EC1D03619059EF4,0,19,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:32Z,2.8959999084472656,77,2,0,900000,Robotics,12000,8
99B95E911AF94BC68EC1D03619059EF4,0,19,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:32Z,2.8959999084472656,77,0,1,800000,Robotics,8000,6
99B95E911AF94BC68EC1D03619059EF4,0,19,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:32Z,2.8959999084472656,77,1,0,2000000,Robotics,12000,11
99B95E911AF94BC68EC1D03619059EF4,1,20,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:35Z,2.496000051498413,77,2,0,2700000,Electronics,8000,9
99B95E911AF94BC68EC1D03619059EF4,1,20,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:35Z,2.496000051498413,77,0,0,1300000,Robotics,2000,10
99B95E911AF94BC68EC1D03619059EF4,1,20,0,Flat,2025-09-12 19:34:21,2025-09-12 19:35:38,2025-09-12T19:35:35Z,2.496000051498413,77,1,1,500000,Biotechnology,12000,11
B11AA4664534491FAF395D65DDFC0E84,1,1,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:34:49Z,0,260,2,0,1200000,Robotics,3000,5
B11AA4664534491FAF395D65DDFC0E84,1,1,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:34:49Z,0,260,0,0,1000000,Electronics,11000,7
B11AA4664534491FAF395D65DDFC0E84,1,1,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:34:49Z,0,260,1,1,2300000,Electronics,8000,10
B11AA4664534491FAF395D65DDFC0E84,2,2,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:35:12Z,23.092000007629395,260,2,1,2000000,Electronics,13000,12
B11AA4664534491FAF395D65DDFC0E84,2,2,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:35:12Z,23.092000007629395,260,0,0,1900000,Robotics,14000,12
B11AA4664534491FAF395D65DDFC0E84,2,2,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:35:12Z,23.092000007629395,260,1,0,2600000,Electronics,2000,9
B11AA4664534491FAF395D65DDFC0E84,2,3,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:35:35Z,23.039000034332275,260,2,1,500000,Biotechnology,11000,14
B11AA4664534491FAF395D65DDFC0E84,2,3,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:35:35Z,23.039000034332275,260,0,0,800000,Robotics,9000,9
B11AA4664534491FAF395D65DDFC0E84,2,3,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:35:35Z,23.039000034332275,260,1,0,500000,Electronics,5000,7
B11AA4664534491FAF395D65DDFC0E84,0,4,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:35:58Z,22.32200002670288,260,2,0,2100000,Biotechnology,3000,5
B11AA4664534491FAF395D65DDFC0E84,0,4,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:35:58Z,22.32200002670288,260,0,1,2500000,Robotics,14000,7
B11AA4664534491FAF395D65DDFC0E84,0,4,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:35:58Z,22.32200002670288,260,1,0,2100000,Electronics,7000,7
B11AA4664534491FAF395D65DDFC0E84,0,5,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:11Z,13.845999956130981,260,2,0,1000000,Robotics,6000,6
B11AA4664534491FAF395D65DDFC0E84,0,5,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:11Z,13.845999956130981,260,0,1,500000,Robotics,3000,14
B11AA4664534491FAF395D65DDFC0E84,0,5,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:11Z,13.845999956130981,260,1,0,1100000,Electronics,2000,9
B11AA4664534491FAF395D65DDFC0E84,2,6,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:26Z,14.14299988746643,260,2,1,900000,Robotics,14000,6
B11AA4664534491FAF395D65DDFC0E84,2,6,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:26Z,14.14299988746643,260,0,0,500000,Biotechnology,2000,7
B11AA4664534491FAF395D65DDFC0E84,2,6,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:26Z,14.14299988746643,260,1,0,1800000,Electronics,8000,5
B11AA4664534491FAF395D65DDFC0E84,2,7,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:40Z,14.29200005531311,260,2,1,2900000,Electronics,9000,9
B11AA4664534491FAF395D65DDFC0E84,2,7,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:40Z,14.29200005531311,260,0,0,2900000,Biotechnology,12000,6
B11AA4664534491FAF395D65DDFC0E84,2,7,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:40Z,14.29200005531311,260,1,0,2400000,Robotics,8000,5
B11AA4664534491FAF395D65DDFC0E84,0,8,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:46Z,5.730000019073486,260,2,0,2100000,Robotics,4000,13
B11AA4664534491FAF395D65DDFC0E84,0,8,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:46Z,5.730000019073486,260,0,1,800000,Electronics,12000,8
B11AA4664534491FAF395D65DDFC0E84,0,8,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:36:46Z,5.730000019073486,260,1,0,2600000,Electronics,4000,7
B11AA4664534491FAF395D65DDFC0E84,0,9,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:00Z,14.35700011253357,260,2,0,800000,Biotechnology,5000,5
B11AA4664534491FAF395D65DDFC0E84,0,9,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:00Z,14.35700011253357,260,0,1,1600000,Electronics,3000,10
B11AA4664534491FAF395D65DDFC0E84,0,9,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:00Z,14.35700011253357,260,1,0,700000,Electronics,12000,7
B11AA4664534491FAF395D65DDFC0E84,0,10,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:07Z,7.062000036239624,260,2,0,3000000,Biotechnology,14000,8
B11AA4664534491FAF395D65DDFC0E84,0,10,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:07Z,7.062000036239624,260,0,1,700000,Robotics,3000,2
B11AA4664534491FAF395D65DDFC0E84,0,10,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:07Z,7.062000036239624,260,1,0,1000000,Electronics,7000,5
B11AA4664534491FAF395D65DDFC0E84,0,11,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:11Z,3.750999927520752,260,2,0,1800000,Biotechnology,11000,12
B11AA4664534491FAF395D65DDFC0E84,0,11,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:11Z,3.750999927520752,260,0,1,2000000,Robotics,6000,9
B11AA4664534491FAF395D65DDFC0E84,0,11,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:11Z,3.750999927520752,260,1,0,800000,Biotechnology,9000,2
B11AA4664534491FAF395D65DDFC0E84,1,12,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:19Z,7.861999988555908,260,2,0,2600000,Electronics,5000,12
B11AA4664534491FAF395D65DDFC0E84,1,12,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:19Z,7.861999988555908,260,0,0,2000000,Biotechnology,4000,9
B11AA4664534491FAF395D65DDFC0E84,1,12,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:19Z,7.861999988555908,260,1,1,1800000,Electronics,2000,9
B11AA4664534491FAF395D65DDFC0E84,1,13,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:23Z,4.0929999351501465,260,2,0,2700000,Biotechnology,14000,2
B11AA4664534491FAF395D65DDFC0E84,1,13,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:23Z,4.0929999351501465,260,0,0,1800000,Robotics,11000,9
B11AA4664534491FAF395D65DDFC0E84,1,13,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:23Z,4.0929999351501465,260,1,1,2100000,Robotics,14000,5
B11AA4664534491FAF395D65DDFC0E84,0,14,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:32Z,9.70799994468689,260,2,0,2200000,Robotics,6000,3
B11AA4664534491FAF395D65DDFC0E84,0,14,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:32Z,9.70799994468689,260,0,1,700000,Robotics,3000,12
B11AA4664534491FAF395D65DDFC0E84,0,14,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:32Z,9.70799994468689,260,1,0,1200000,Biotechnology,5000,10
B11AA4664534491FAF395D65DDFC0E84,1,15,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:42Z,10.040000200271606,260,2,0,1900000,Biotechnology,6000,8
B11AA4664534491FAF395D65DDFC0E84,1,15,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:42Z,10.040000200271606,260,0,0,500000,Biotechnology,6000,5
B11AA4664534491FAF395D65DDFC0E84,1,15,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:42Z,10.040000200271606,260,1,1,1500000,Electronics,11000,8
B11AA4664534491FAF395D65DDFC0E84,1,16,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:48Z,5.358999967575073,260,2,0,1600000,Electronics,7000,4
B11AA4664534491FAF395D65DDFC0E84,1,16,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:48Z,5.358999967575073,260,0,0,1900000,Electronics,7000,4
B11AA4664534491FAF395D65DDFC0E84,1,16,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:37:48Z,5.358999967575073,260,1,1,800000,Electronics,11000,8
B11AA4664534491FAF395D65DDFC0E84,1,17,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:01Z,12.770999908447266,260,2,0,1600000,Robotics,14000,5
B11AA4664534491FAF395D65DDFC0E84,1,17,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:01Z,12.770999908447266,260,0,0,1300000,Robotics,4000,2
B11AA4664534491FAF395D65DDFC0E84,1,17,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:01Z,12.770999908447266,260,1,1,2900000,Electronics,8000,2
B11AA4664534491FAF395D65DDFC0E84,0,18,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:11Z,9.985000133514404,260,2,0,1800000,Robotics,6000,3
B11AA4664534491FAF395D65DDFC0E84,0,18,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:11Z,9.985000133514404,260,0,1,1300000,Biotechnology,3000,4
B11AA4664534491FAF395D65DDFC0E84,0,18,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:11Z,9.985000133514404,260,1,0,1400000,Biotechnology,14000,4
B11AA4664534491FAF395D65DDFC0E84,2,19,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:26Z,15.548999786376953,260,2,1,900000,Robotics,12000,8
B11AA4664534491FAF395D65DDFC0E84,2,19,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:26Z,15.548999786376953,260,0,0,800000,Robotics,8000,6
B11AA4664534491FAF395D65DDFC0E84,2,19,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:26Z,15.548999786376953,260,1,0,2000000,Robotics,12000,11
B11AA4664534491FAF395D65DDFC0E84,2,20,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:34Z,7.610000133514404,260,2,1,2700000,Electronics,8000,9
B11AA4664534491FAF395D65DDFC0E84,2,20,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:34Z,7.610000133514404,260,0,0,1300000,Robotics,2000,10
B11AA4664534491FAF395D65DDFC0E84,2,20,0,Flat,2025-09-12 19:34:20,2025-09-12 19:38:40,2025-09-12T19:38:34Z,7.610000133514404,260,1,0,500000,Biotechnology,12000,11
8344B8C5451E4B6A8D0EB1E07DAB6163,1,1,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:12Z,0,94,2,0,1200000,Robotics,3000,5
8344B8C5451E4B6A8D0EB1E07DAB6163,1,1,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:12Z,0,94,0,0,1000000,Electronics,11000,7
8344B8C5451E4B6A8D0EB1E07DAB6163,1,1,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:12Z,0,94,1,1,2300000,Electronics,8000,10
8344B8C5451E4B6A8D0EB1E07DAB6163,2,2,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:16Z,4.025000095367432,94,2,1,2000000,Electronics,13000,12
8344B8C5451E4B6A8D0EB1E07DAB6163,2,2,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:16Z,4.025000095367432,94,0,0,1900000,Robotics,14000,12
8344B8C5451E4B6A8D0EB1E07DAB6163,2,2,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:16Z,4.025000095367432,94,1,0,2600000,Electronics,2000,9
8344B8C5451E4B6A8D0EB1E07DAB6163,0,3,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:23Z,7.161999940872192,94,2,0,500000,Biotechnology,11000,14
8344B8C5451E4B6A8D0EB1E07DAB6163,0,3,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:23Z,7.161999940872192,94,0,1,800000,Robotics,9000,9
8344B8C5451E4B6A8D0EB1E07DAB6163,0,3,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:23Z,7.161999940872192,94,1,0,500000,Electronics,5000,7
8344B8C5451E4B6A8D0EB1E07DAB6163,1,4,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:27Z,3.2960000038146973,94,2,0,2100000,Biotechnology,3000,5
8344B8C5451E4B6A8D0EB1E07DAB6163,1,4,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:27Z,3.2960000038146973,94,0,0,2500000,Robotics,14000,7
8344B8C5451E4B6A8D0EB1E07DAB6163,1,4,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:27Z,3.2960000038146973,94,1,1,2100000,Electronics,7000,7
8344B8C5451E4B6A8D0EB1E07DAB6163,2,5,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:32Z,5.042999982833862,94,2,1,1000000,Robotics,6000,6
8344B8C5451E4B6A8D0EB1E07DAB6163,2,5,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:32Z,5.042999982833862,94,0,0,500000,Robotics,3000,14
8344B8C5451E4B6A8D0EB1E07DAB6163,2,5,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:32Z,5.042999982833862,94,1,0,1100000,Electronics,2000,9
8344B8C5451E4B6A8D0EB1E07DAB6163,2,6,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:36Z,4.271000146865845,94,2,1,900000,Robotics,14000,6
8344B8C5451E4B6A8D0EB1E07DAB6163,2,6,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:36Z,4.271000146865845,94,0,0,500000,Biotechnology,2000,7
8344B8C5451E4B6A8D0EB1E07DAB6163,2,6,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:36Z,4.271000146865845,94,1,0,1800000,Electronics,8000,5
8344B8C5451E4B6A8D0EB1E07DAB6163,0,7,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:40Z,4.47599983215332,94,2,0,2900000,Electronics,9000,9
8344B8C5451E4B6A8D0EB1E07DAB6163,0,7,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:40Z,4.47599983215332,94,0,1,2900000,Biotechnology,12000,6
8344B8C5451E4B6A8D0EB1E07DAB6163,0,7,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:40Z,4.47599983215332,94,1,0,2400000,Robotics,8000,5
8344B8C5451E4B6A8D0EB1E07DAB6163,0,8,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:44Z,3.741000175476074,94,2,0,2100000,Robotics,4000,13
8344B8C5451E4B6A8D0EB1E07DAB6163,0,8,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:44Z,3.741000175476074,94,0,1,800000,Electronics,12000,8
8344B8C5451E4B6A8D0EB1E07DAB6163,0,8,1,Increasing,2025-09-12 19:37:08,2025-09-12 19:38:42,2025-09-12T19:37:44Z,3.741000175476074,94,1,0,2600000,Electronics,4000,7
