turkid,round,choice,condid,condition,startdate,enddate,timing,time_to_choose,time_to_completion,project,project_chosen,valuation,activity,customers,competitors
AZ69TBTDH7AZS,3,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:53:57Z,20.30900001525879,211,2,0,500000,Biotechnology,11000,14
AZ69TBTDH7AZS,3,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:53:57Z,20.30900001525879,211,0,0,800000,Artificial Intelligence,9000,9
AZ69TBTDH7AZS,3,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:53:57Z,20.30900001525879,211,1,1,500000,Artificial Intelligence,5000,7
AZ69TBTDH7AZS,4,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:06Z,8.717999935150146,211,2,0,2100000,Artificial Intelligence,3000,5
AZ69TBTDH7AZS,4,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:06Z,8.717999935150146,211,0,0,2500000,Artificial Intelligence,14000,7
AZ69TBTDH7AZS,4,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:06Z,8.717999935150146,211,1,1,2100000,Artificial Intelligence,7000,7
AZ69TBTDH7AZS,5,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:25Z,18.382999897003174,211,2,0,1000000,Artificial Intelligence,6000,6
AZ69TBTDH7AZS,5,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:25Z,18.382999897003174,211,0,1,500000,Robotics,3000,14
AZ69TBTDH7AZS,5,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:25Z,18.382999897003174,211,1,0,1100000,Artificial Intelligence,2000,9
AZ69TBTDH7AZS,6,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:30Z,5.559000015258789,211,2,0,900000,Robotics,14000,6
AZ69TBTDH7AZS,6,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:30Z,5.559000015258789,211,0,1,500000,Biotechnology,2000,7
AZ69TBTDH7AZS,6,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:30Z,5.559000015258789,211,1,0,1800000,Electronics,8000,5
AZ69TBTDH7AZS,7,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:36Z,5.4070000648498535,211,2,0,2900000,Artificial Intelligence,9000,9
AZ69TBTDH7AZS,7,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:36Z,5.4070000648498535,211,0,0,2900000,Biotechnology,12000,6
AZ69TBTDH7AZS,7,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:36Z,5.4070000648498535,211,1,1,2400000,Robotics,8000,5
AZ69TBTDH7AZS,8,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:40Z,4.065999984741211,211,2,0,2100000,Artificial Intelligence,4000,13
AZ69TBTDH7AZS,8,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:40Z,4.065999984741211,211,0,1,800000,Electronics,12000,8
AZ69TBTDH7AZS,8,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:40Z,4.065999984741211,211,1,0,2600000,Electronics,4000,7
AZ69TBTDH7AZS,9,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:43Z,3.7330000400543213,211,2,0,800000,Electronics,5000,5
AZ69TBTDH7AZS,9,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:43Z,3.7330000400543213,211,0,0,1600000,Electronics,3000,10
AZ69TBTDH7AZS,9,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:43Z,3.7330000400543213,211,1,1,700000,Electronics,12000,7
AZ69TBTDH7AZS,10,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:47Z,3.9839999675750732,211,2,0,3000000,Artificial Intelligence,14000,8
AZ69TBTDH7AZS,10,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:47Z,3.9839999675750732,211,0,1,700000,Robotics,3000,2
AZ69TBTDH7AZS,10,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:47Z,3.9839999675750732,211,1,0,1000000,Electronics,7000,5
AZ69TBTDH7AZS,11,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:51Z,4.114000082015991,211,2,0,1800000,Biotechnology,11000,12
AZ69TBTDH7AZS,11,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:51Z,4.114000082015991,211,0,0,2000000,Artificial Intelligence,6000,9
AZ69TBTDH7AZS,11,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:51Z,4.114000082015991,211,1,1,800000,Biotechnology,9000,2
AZ69TBTDH7AZS,12,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:58Z,6.240000009536743,211,2,0,2600000,Electronics,5000,12
AZ69TBTDH7AZS,12,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:58Z,6.240000009536743,211,0,0,2000000,Biotechnology,4000,9
AZ69TBTDH7AZS,12,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:54:58Z,6.240000009536743,211,1,1,1800000,Artificial Intelligence,2000,9
AZ69TBTDH7AZS,13,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:02Z,4.20799994468689,211,2,0,2700000,Biotechnology,14000,2
AZ69TBTDH7AZS,13,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:02Z,4.20799994468689,211,0,1,1800000,Robotics,11000,9
AZ69TBTDH7AZS,13,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:02Z,4.20799994468689,211,1,0,2100000,Artificial Intelligence,14000,5
AZ69TBTDH7AZS,14,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:07Z,4.662999868392944,211,2,0,2200000,Robotics,6000,3
AZ69TBTDH7AZS,14,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:07Z,4.662999868392944,211,0,1,700000,Biotechnology,3000,12
AZ69TBTDH7AZS,14,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:07Z,4.662999868392944,211,1,0,1200000,Biotechnology,5000,10
AZ69TBTDH7AZS,15,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:18Z,11.650000095367432,211,2,0,1900000,Biotechnology,6000,8
AZ69TBTDH7AZS,15,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:18Z,11.650000095367432,211,0,1,500000,Biotechnology,6000,5
AZ69TBTDH7AZS,15,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:18Z,11.650000095367432,211,1,0,1500000,Electronics,11000,8
AZ69TBTDH7AZS,16,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:23Z,4.75,211,2,0,1600000,Electronics,7000,4
AZ69TBTDH7AZS,16,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:23Z,4.75,211,0,0,1900000,Electronics,7000,4
AZ69TBTDH7AZS,16,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:23Z,4.75,211,1,1,800000,Artificial Intelligence,11000,8
AZ69TBTDH7AZS,17,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:29Z,5.861999988555908,211,2,0,1600000,Artificial Intelligence,14000,5
AZ69TBTDH7AZS,17,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:29Z,5.861999988555908,211,0,1,1300000,Robotics,4000,2
AZ69TBTDH7AZS,17,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:29Z,5.861999988555908,211,1,0,2900000,Artificial Intelligence,8000,2
AZ69TBTDH7AZS,18,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:33Z,3.937999963760376,211,2,0,1800000,Robotics,6000,3
AZ69TBTDH7AZS,18,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:33Z,3.937999963760376,211,0,1,1300000,Biotechnology,3000,4
AZ69TBTDH7AZS,18,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:33Z,3.937999963760376,211,1,0,1400000,Biotechnology,14000,4
AZ69TBTDH7AZS,19,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:38Z,4.870000123977661,211,2,0,900000,Robotics,12000,8
AZ69TBTDH7AZS,19,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:38Z,4.870000123977661,211,0,1,800000,Robotics,8000,6
AZ69TBTDH7AZS,19,0,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:38Z,4.870000123977661,211,1,0,2000000,Robotics,12000,11
AZ69TBTDH7AZS,20,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:43Z,5.366999864578247,211,2,0,2700000,Artificial Intelligence,8000,9
AZ69TBTDH7AZS,20,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:43Z,5.366999864578247,211,0,0,1300000,Artificial Intelligence,2000,10
AZ69TBTDH7AZS,20,1,2,Strongly Increasing,2019-09-24 19:52:45,2019-09-24 19:56:16,2019-09-24T19:55:43Z,5.366999864578247,211,1,1,500000,Biotechnology,12000,11
A3S5M6R3ZR6ECN,1,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:47:11Z,0,265,2,0,1200000,Robotics,3000,5
A3S5M6R3ZR6ECN,1,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:47:11Z,0,265,0,0,1000000,Electronics,11000,7
A3S5M6R3ZR6ECN,1,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:47:11Z,0,265,1,1,2300000,Electronics,8000,10
A3S5M6R3ZR6ECN,2,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:47:30Z,18.892000198364258,265,2,0,2000000,Artificial Intelligence,13000,12
A3S5M6R3ZR6ECN,2,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:47:30Z,18.892000198364258,265,0,1,1900000,Artificial Intelligence,14000,12
A3S5M6R3ZR6ECN,2,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:47:30Z,18.892000198364258,265,1,0,2600000,Electronics,2000,9
A3S5M6R3ZR6ECN,3,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:47:48Z,18.257999897003174,265,2,0,500000,Biotechnology,11000,14
A3S5M6R3ZR6ECN,3,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:47:48Z,18.257999897003174,265,0,1,800000,Artificial Intelligence,9000,9
A3S5M6R3ZR6ECN,3,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:47:48Z,18.257999897003174,265,1,0,500000,Artificial Intelligence,5000,7
A3S5M6R3ZR6ECN,4,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:10Z,21.875999927520752,265,2,0,2100000,Artificial Intelligence,3000,5
A3S5M6R3ZR6ECN,4,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:10Z,21.875999927520752,265,0,1,2500000,Artificial Intelligence,14000,7
A3S5M6R3ZR6ECN,4,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:10Z,21.875999927520752,265,1,0,2100000,Artificial Intelligence,7000,7
A3S5M6R3ZR6ECN,5,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:17Z,7.575999975204468,265,2,1,1000000,Artificial Intelligence,6000,6
A3S5M6R3ZR6ECN,5,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:17Z,7.575999975204468,265,0,0,500000,Robotics,3000,14
A3S5M6R3ZR6ECN,5,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:17Z,7.575999975204468,265,1,0,1100000,Artificial Intelligence,2000,9
A3S5M6R3ZR6ECN,6,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:37Z,19.323000192642212,265,2,1,900000,Robotics,14000,6
A3S5M6R3ZR6ECN,6,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:37Z,19.323000192642212,265,0,0,500000,Biotechnology,2000,7
A3S5M6R3ZR6ECN,6,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:37Z,19.323000192642212,265,1,0,1800000,Electronics,8000,5
A3S5M6R3ZR6ECN,7,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:48Z,11.041999816894531,265,2,0,2900000,Artificial Intelligence,9000,9
A3S5M6R3ZR6ECN,7,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:48Z,11.041999816894531,265,0,1,2900000,Biotechnology,12000,6
A3S5M6R3ZR6ECN,7,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:48Z,11.041999816894531,265,1,0,2400000,Robotics,8000,5
A3S5M6R3ZR6ECN,8,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:56Z,8.213000059127808,265,2,0,2100000,Artificial Intelligence,4000,13
A3S5M6R3ZR6ECN,8,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:56Z,8.213000059127808,265,0,0,800000,Electronics,12000,8
A3S5M6R3ZR6ECN,8,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:48:56Z,8.213000059127808,265,1,1,2600000,Electronics,4000,7
A3S5M6R3ZR6ECN,9,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:07Z,10.950999975204468,265,2,0,800000,Electronics,5000,5
A3S5M6R3ZR6ECN,9,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:07Z,10.950999975204468,265,0,0,1600000,Electronics,3000,10
A3S5M6R3ZR6ECN,9,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:07Z,10.950999975204468,265,1,1,700000,Electronics,12000,7
A3S5M6R3ZR6ECN,10,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:20Z,13.55299997329712,265,2,1,3000000,Artificial Intelligence,14000,8
A3S5M6R3ZR6ECN,10,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:20Z,13.55299997329712,265,0,0,700000,Robotics,3000,2
A3S5M6R3ZR6ECN,10,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:20Z,13.55299997329712,265,1,0,1000000,Electronics,7000,5
A3S5M6R3ZR6ECN,11,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:30Z,9.625,265,2,0,1800000,Biotechnology,11000,12
A3S5M6R3ZR6ECN,11,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:30Z,9.625,265,0,1,2000000,Artificial Intelligence,6000,9
A3S5M6R3ZR6ECN,11,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:30Z,9.625,265,1,0,800000,Biotechnology,9000,2
A3S5M6R3ZR6ECN,12,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:43Z,12.683000087738037,265,2,0,2600000,Electronics,5000,12
A3S5M6R3ZR6ECN,12,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:43Z,12.683000087738037,265,0,1,2000000,Biotechnology,4000,9
A3S5M6R3ZR6ECN,12,0,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:43Z,12.683000087738037,265,1,0,1800000,Artificial Intelligence,2000,9
A3S5M6R3ZR6ECN,13,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:52Z,9.337000131607056,265,2,1,2700000,Biotechnology,14000,2
A3S5M6R3ZR6ECN,13,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:52Z,9.337000131607056,265,0,0,1800000,Robotics,11000,9
A3S5M6R3ZR6ECN,13,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:49:52Z,9.337000131607056,265,1,0,2100000,Artificial Intelligence,14000,5
A3S5M6R3ZR6ECN,14,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:01Z,8.930999994277954,265,2,1,2200000,Robotics,6000,3
A3S5M6R3ZR6ECN,14,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:01Z,8.930999994277954,265,0,0,700000,Biotechnology,3000,12
A3S5M6R3ZR6ECN,14,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:01Z,8.930999994277954,265,1,0,1200000,Biotechnology,5000,10
A3S5M6R3ZR6ECN,15,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:12Z,11.216999769210815,265,2,0,1900000,Biotechnology,6000,8
A3S5M6R3ZR6ECN,15,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:12Z,11.216999769210815,265,0,0,500000,Biotechnology,6000,5
A3S5M6R3ZR6ECN,15,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:12Z,11.216999769210815,265,1,1,1500000,Electronics,11000,8
A3S5M6R3ZR6ECN,16,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:26Z,13.71500015258789,265,2,1,1600000,Electronics,7000,4
A3S5M6R3ZR6ECN,16,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:26Z,13.71500015258789,265,0,0,1900000,Electronics,7000,4
A3S5M6R3ZR6ECN,16,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:26Z,13.71500015258789,265,1,0,800000,Artificial Intelligence,11000,8
A3S5M6R3ZR6ECN,17,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:36Z,10.448999881744385,265,2,0,1600000,Artificial Intelligence,14000,5
A3S5M6R3ZR6ECN,17,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:36Z,10.448999881744385,265,0,0,1300000,Robotics,4000,2
A3S5M6R3ZR6ECN,17,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:36Z,10.448999881744385,265,1,1,2900000,Artificial Intelligence,8000,2
A3S5M6R3ZR6ECN,18,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:49Z,12.202000141143799,265,2,0,1800000,Robotics,6000,3
A3S5M6R3ZR6ECN,18,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:49Z,12.202000141143799,265,0,0,1300000,Biotechnology,3000,4
A3S5M6R3ZR6ECN,18,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:50:49Z,12.202000141143799,265,1,1,1400000,Biotechnology,14000,4
A3S5M6R3ZR6ECN,19,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:51:02Z,13.29699993133545,265,2,0,900000,Robotics,12000,8
A3S5M6R3ZR6ECN,19,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:51:02Z,13.29699993133545,265,0,0,800000,Robotics,8000,6
A3S5M6R3ZR6ECN,19,1,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:51:02Z,13.29699993133545,265,1,1,2000000,Robotics,12000,11
A3S5M6R3ZR6ECN,20,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:51:10Z,8.562000036239624,265,2,1,2700000,Artificial Intelligence,8000,9
A3S5M6R3ZR6ECN,20,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:51:10Z,8.562000036239624,265,0,0,1300000,Artificial Intelligence,2000,10
A3S5M6R3ZR6ECN,20,2,2,Strongly Increasing,2019-09-24 19:46:53,2019-09-24 19:51:18,2019-09-24T19:51:10Z,8.562000036239624,265,1,0,500000,Biotechnology,12000,11
A3M88KA3AW07B3,1,0,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:47:40Z,0,235,2,0,1200000,Robotics,3000,5
A3M88KA3AW07B3,1,0,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:47:40Z,0,235,0,1,1000000,Electronics,11000,7
A3M88KA3AW07B3,1,0,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:47:40Z,0,235,1,0,2300000,Electronics,8000,10
A3M88KA3AW07B3,2,1,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:47:56Z,15.973999977111816,235,2,0,2000000,Artificial Intelligence,13000,12
A3M88KA3AW07B3,2,1,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:47:56Z,15.973999977111816,235,0,0,1900000,Artificial Intelligence,14000,12
A3M88KA3AW07B3,2,1,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:47:56Z,15.973999977111816,235,1,1,2600000,Electronics,2000,9
A3M88KA3AW07B3,3,0,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:12Z,16.16100001335144,235,2,0,500000,Biotechnology,11000,14
A3M88KA3AW07B3,3,0,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:12Z,16.16100001335144,235,0,1,800000,Artificial Intelligence,9000,9
A3M88KA3AW07B3,3,0,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:12Z,16.16100001335144,235,1,0,500000,Artificial Intelligence,5000,7
A3M88KA3AW07B3,4,2,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:25Z,13.062999963760376,235,2,1,2100000,Artificial Intelligence,3000,5
A3M88KA3AW07B3,4,2,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:25Z,13.062999963760376,235,0,0,2500000,Artificial Intelligence,14000,7
A3M88KA3AW07B3,4,2,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:25Z,13.062999963760376,235,1,0,2100000,Artificial Intelligence,7000,7
A3M88KA3AW07B3,5,2,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:35Z,10.448000192642212,235,2,1,1000000,Artificial Intelligence,6000,6
A3M88KA3AW07B3,5,2,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:35Z,10.448000192642212,235,0,0,500000,Robotics,3000,14
A3M88KA3AW07B3,5,2,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:35Z,10.448000192642212,235,1,0,1100000,Artificial Intelligence,2000,9
A3M88KA3AW07B3,6,1,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:49Z,13.46399998664856,235,2,0,900000,Robotics,14000,6
A3M88KA3AW07B3,6,1,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:49Z,13.46399998664856,235,0,0,500000,Biotechnology,2000,7
A3M88KA3AW07B3,6,1,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:48:49Z,13.46399998664856,235,1,1,1800000,Electronics,8000,5
A3M88KA3AW07B3,7,0,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:49:00Z,11.312000036239624,235,2,0,2900000,Artificial Intelligence,9000,9
A3M88KA3AW07B3,7,0,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:49:00Z,11.312000036239624,235,0,1,2900000,Biotechnology,12000,6
A3M88KA3AW07B3,7,0,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:49:00Z,11.312000036239624,235,1,0,2400000,Robotics,8000,5
A3M88KA3AW07B3,8,1,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:49:13Z,13.07099986076355,235,2,0,2100000,Artificial Intelligence,4000,13
A3M88KA3AW07B3,8,1,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:49:13Z,13.07099986076355,235,0,0,800000,Electronics,12000,8
A3M88KA3AW07B3,8,1,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:49:13Z,13.07099986076355,235,1,1,2600000,Electronics,4000,7
A3M88KA3AW07B3,9,1,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:49:23Z,9.983999967575073,235,2,0,800000,Electronics,5000,5
A3M88KA3AW07B3,9,1,0,Flat,2019-09-24 19:47:25,2019-09-24 19:51:20,2019-09-24T19:49:23Z,9.983999967575073,235,0,0,1600000,Electronics,3000,10
