turkid,condition,startdate,enddate,day,chosen_hook,chosen_length,chosen_tone,chosen_content,chosen_cta,choicestimes,time_to_choose,n_matching_best,n_matching_worst,n_changed
5cd1a622fa7c8b0001a48044,Flat,2024-04-24 21:54:57,2024-04-24 21:56:33,2,0,0,0,1,0,2024-04-24T21:55:33Z,7.884999990463257,4,1,1
5cd1a622fa7c8b0001a48044,Flat,2024-04-24 21:54:57,2024-04-24 21:56:33,3,0,0,1,1,0,2024-04-24T21:55:43Z,9.33899998664856,5,0,1
5cd1a622fa7c8b0001a48044,Flat,2024-04-24 21:54:57,2024-04-24 21:56:33,4,1,0,1,1,0,2024-04-24T21:55:51Z,8.131999969482422,4,0,1
5cd1a622fa7c8b0001a48044,Flat,2024-04-24 21:54:57,2024-04-24 21:56:33,5,0,1,1,1,0,2024-04-24T21:56:00Z,8.64300012588501,4,0,2
5cd1a622fa7c8b0001a48044,Flat,2024-04-24 21:54:57,2024-04-24 21:56:33,6,0,0,1,2,0,2024-04-24T21:56:08Z,7.976999998092651,4,1,2
5cd1a622fa7c8b0001a48044,Flat,2024-04-24 21:54:57,2024-04-24 21:56:33,7,2,0,1,1,0,2024-04-24T21:56:15Z,7.866999864578247,4,1,2
5cd1a622fa7c8b0001a48044,Flat,2024-04-24 21:54:57,2024-04-24 21:56:33,8,0,0,1,1,0,2024-04-24T21:56:20Z,4.966000080108643,5,0,1
6033aebb7228c70967a3ab43,Increasing,2024-04-24 21:55:34,2024-04-24 21:56:42,1,0,0,0,0,0,2024-04-24T21:55:48Z,0,1,2,0
6033aebb7228c70967a3ab43,Increasing,2024-04-24 21:55:34,2024-04-24 21:56:42,2,0,1,0,0,0,2024-04-24T21:55:58Z,9.30400013923645,2,2,1
6033aebb7228c70967a3ab43,Increasing,2024-04-24 21:55:34,2024-04-24 21:56:42,3,0,1,1,0,0,2024-04-24T21:56:08Z,10.014999866485596,1,1,1
6033aebb7228c70967a3ab43,Increasing,2024-04-24 21:55:34,2024-04-24 21:56:42,4,0,1,1,1,1,2024-04-24T21:56:19Z,11.585000038146973,3,1,2
6033aebb7228c70967a3ab43,Increasing,2024-04-24 21:55:34,2024-04-24 21:56:42,5,2,1,1,1,1,2024-04-24T21:56:23Z,3.4739999771118164,3,1,1
6033aebb7228c70967a3ab43,Increasing,2024-04-24 21:55:34,2024-04-24 21:56:42,6,2,0,1,1,1,2024-04-24T21:56:26Z,3.2820000648498535,2,1,1
6033aebb7228c70967a3ab43,Increasing,2024-04-24 21:55:34,2024-04-24 21:56:42,7,1,0,1,1,1,2024-04-24T21:56:30Z,3.7179999351501465,3,2,1
6033aebb7228c70967a3ab43,Increasing,2024-04-24 21:55:34,2024-04-24 21:56:42,8,1,0,0,1,0,2024-04-24T21:56:38Z,8.453999996185303,3,2,2
60241d8be372010009703f80,Flat,2024-04-24 21:55:44,2024-04-24 21:56:48,1,0,0,0,0,0,2024-04-24T21:56:01Z,0,4,0,0
60241d8be372010009703f80,Flat,2024-04-24 21:55:44,2024-04-24 21:56:48,2,0,0,0,0,1,2024-04-24T21:56:05Z,4.302999973297119,5,1,1
60241d8be372010009703f80,Flat,2024-04-24 21:55:44,2024-04-24 21:56:48,3,0,0,1,0,1,2024-04-24T21:56:16Z,11.213000059127808,4,2,1
60241d8be372010009703f80,Flat,2024-04-24 21:55:44,2024-04-24 21:56:48,4,0,0,1,1,1,2024-04-24T21:56:23Z,6.920000076293945,3,2,1
60241d8be372010009703f80,Flat,2024-04-24 21:55:44,2024-04-24 21:56:48,5,0,0,1,2,1,2024-04-24T21:56:27Z,4.077999830245972,3,3,1
60241d8be372010009703f80,Flat,2024-04-24 21:55:44,2024-04-24 21:56:48,6,1,0,1,2,1,2024-04-24T21:56:33Z,6.1579999923706055,2,3,1
60241d8be372010009703f80,Flat,2024-04-24 21:55:44,2024-04-24 21:56:48,7,2,0,1,2,1,2024-04-24T21:56:38Z,4.1579999923706055,2,4,1
60241d8be372010009703f80,Flat,2024-04-24 21:55:44,2024-04-24 21:56:48,8,0,1,1,2,1,2024-04-24T21:56:43Z,5.913000106811523,2,3,2
5e96185ae3d45508abe19a36,Flat,2024-04-24 21:55:59,2024-04-24 21:57:04,1,0,0,0,0,0,2024-04-24T21:56:15Z,0,4,2,0
5e96185ae3d45508abe19a36,Flat,2024-04-24 21:55:59,2024-04-24 21:57:04,2,1,0,0,0,0,2024-04-24T21:56:23Z,8.086999893188477,3,3,1
5e96185ae3d45508abe19a36,Flat,2024-04-24 21:55:59,2024-04-24 21:57:04,3,2,0,0,0,0,2024-04-24T21:56:29Z,5.88700008392334,3,2,1
5e96185ae3d45508abe19a36,Flat,2024-04-24 21:55:59,2024-04-24 21:57:04,4,0,1,0,0,0,2024-04-24T21:56:35Z,6.319999933242798,3,2,2
5e96185ae3d45508abe19a36,Flat,2024-04-24 21:55:59,2024-04-24 21:57:04,5,0,2,0,0,0,2024-04-24T21:56:43Z,7.461999893188477,3,3,1
5e96185ae3d45508abe19a36,Flat,2024-04-24 21:55:59,2024-04-24 21:57:04,6,0,0,1,0,0,2024-04-24T21:56:48Z,5.215000152587891,3,1,2
5e96185ae3d45508abe19a36,Flat,2024-04-24 21:55:59,2024-04-24 21:57:04,7,0,0,0,1,0,2024-04-24T21:56:55Z,7.16100001335144,4,1,2
5e96185ae3d45508abe19a36,Flat,2024-04-24 21:55:59,2024-04-24 21:57:04,8,0,0,0,2,0,2024-04-24T21:56:59Z,4.369999885559082,5,1,1
5e7cd24ec2ca3306c380b2e1,Increasing,2024-04-24 21:54:58,2024-04-24 21:57:32,1,0,0,0,0,0,2024-04-24T21:55:43Z,0,2,1,0
5e7cd24ec2ca3306c380b2e1,Increasing,2024-04-24 21:54:58,2024-04-24 21:57:32,2,1,0,1,1,0,2024-04-24T21:56:11Z,28.233999967575073,2,2,3
5e7cd24ec2ca3306c380b2e1,Increasing,2024-04-24 21:54:58,2024-04-24 21:57:32,3,1,0,0,1,0,2024-04-24T21:56:24Z,12.940999984741211,3,1,1
5e7cd24ec2ca3306c380b2e1,Increasing,2024-04-24 21:54:58,2024-04-24 21:57:32,4,1,2,1,1,0,2024-04-24T21:56:34Z,10.296000003814697,2,3,2
5e7cd24ec2ca3306c380b2e1,Increasing,2024-04-24 21:54:58,2024-04-24 21:57:32,5,1,1,0,1,0,2024-04-24T21:56:49Z,15.010999917984009,4,1,2
5e7cd24ec2ca3306c380b2e1,Increasing,2024-04-24 21:54:58,2024-04-24 21:57:32,6,2,1,0,1,0,2024-04-24T21:57:02Z,13.128999948501587,5,0,1
5e7cd24ec2ca3306c380b2e1,Increasing,2024-04-24 21:54:58,2024-04-24 21:57:32,7,2,1,0,2,0,2024-04-24T21:57:15Z,13.259999990463257,4,0,1
5e7cd24ec2ca3306c380b2e1,Increasing,2024-04-24 21:54:58,2024-04-24 21:57:32,8,2,2,0,2,0,2024-04-24T21:57:26Z,10.956000089645386,3,1,1
5efcb50255a06b097b8d5d29,Increasing,2024-04-24 21:51:59,2024-04-24 21:54:35,1,0,0,0,0,0,2024-04-24T21:53:02Z,0,2,3,0
5efcb50255a06b097b8d5d29,Increasing,2024-04-24 21:51:59,2024-04-24 21:54:35,2,0,1,0,0,0,2024-04-24T21:53:18Z,16.174999952316284,3,2,1
5efcb50255a06b097b8d5d29,Increasing,2024-04-24 21:51:59,2024-04-24 21:54:35,3,0,1,0,1,0,2024-04-24T21:53:33Z,15.486999988555908,4,1,1
5efcb50255a06b097b8d5d29,Increasing,2024-04-24 21:51:59,2024-04-24 21:54:35,4,1,1,0,1,0,2024-04-24T21:53:44Z,10.724999904632568,3,2,1
5efcb50255a06b097b8d5d29,Increasing,2024-04-24 21:51:59,2024-04-24 21:54:35,5,1,2,0,1,0,2024-04-24T21:53:53Z,9.005000114440918,2,2,1
5efcb50255a06b097b8d5d29,Increasing,2024-04-24 21:51:59,2024-04-24 21:54:35,6,2,1,0,1,0,2024-04-24T21:54:05Z,11.539000034332275,3,1,2
5efcb50255a06b097b8d5d29,Increasing,2024-04-24 21:51:59,2024-04-24 21:54:35,7,2,1,1,1,0,2024-04-24T21:54:13Z,8.307999849319458,4,0,1
5efcb50255a06b097b8d5d29,Increasing,2024-04-24 21:51:59,2024-04-24 21:54:35,8,0,1,1,1,0,2024-04-24T21:54:26Z,13.151000022888184,5,0,1
5a46cc1f817d1800018d1b67,Flat,2024-04-24 21:57:13,2024-04-24 21:58:08,1,0,0,0,0,0,2024-04-24T21:57:19Z,0,2,2,0
5a46cc1f817d1800018d1b67,Flat,2024-04-24 21:57:13,2024-04-24 21:58:08,2,0,2,0,0,0,2024-04-24T21:57:26Z,6.5370001792907715,3,1,1
5a46cc1f817d1800018d1b67,Flat,2024-04-24 21:57:13,2024-04-24 21:58:08,3,1,2,0,0,0,2024-04-24T21:57:33Z,7.145999908447266,3,2,1
5a46cc1f817d1800018d1b67,Flat,2024-04-24 21:57:13,2024-04-24 21:58:08,4,0,2,1,0,0,2024-04-24T21:57:38Z,5.349999904632568,2,2,2
5a46cc1f817d1800018d1b67,Flat,2024-04-24 21:57:13,2024-04-24 21:58:08,5,0,2,0,1,0,2024-04-24T21:57:43Z,4.134000062942505,4,0,2
5a46cc1f817d1800018d1b67,Flat,2024-04-24 21:57:13,2024-04-24 21:58:08,6,0,0,0,1,0,2024-04-24T21:57:50Z,6.950000047683716,3,1,1
5a46cc1f817d1800018d1b67,Flat,2024-04-24 21:57:13,2024-04-24 21:58:08,7,2,0,0,0,0,2024-04-24T21:57:57Z,7.686000108718872,3,2,2
5a46cc1f817d1800018d1b67,Flat,2024-04-24 21:57:13,2024-04-24 21:58:08,8,2,0,0,2,0,2024-04-24T21:58:03Z,6.06499981880188,3,1,1
66296835c463e433fd2611f6,Increasing,2024-04-24 21:56:19,2024-04-24 21:58:09,1,0,0,0,0,0,2024-04-24T21:56:34Z,0,2,3,0
66296835c463e433fd2611f6,Increasing,2024-04-24 21:56:19,2024-04-24 21:58:09,2,0,0,1,1,0,2024-04-24T21:56:52Z,17.930999994277954,2,5,2
66296835c463e433fd2611f6,Increasing,2024-04-24 21:56:19,2024-04-24 21:58:09,3,0,1,1,2,0,2024-04-24T21:57:08Z,15.51800012588501,2,3,2
66296835c463e433fd2611f6,Increasing,2024-04-24 21:56:19,2024-04-24 21:58:09,4,1,1,1,2,0,2024-04-24T21:57:16Z,8.84500002861023,2,2,1
66296835c463e433fd2611f6,Increasing,2024-04-24 21:56:19,2024-04-24 21:58:09,5,1,2,1,2,0,2024-04-24T21:57:24Z,7.95199990272522,1,2,1
66296835c463e433fd2611f6,Increasing,2024-04-24 21:56:19,2024-04-24 21:58:09,6,1,2,1,1,0,2024-04-24T21:57:34Z,9.7220001220703125,2,3,1
66296835c463e433fd2611f6,Increasing,2024-04-24 21:56:19,2024-04-24 21:58:09,7,2,2,0,2,0,2024-04-24T21:57:46Z,11.567999839782715,3,1,3
66296835c463e433fd2611f6,Increasing,2024-04-24 21:56:19,2024-04-24 21:58:09,8,2,1,0,1,0,2024-04-24T21:58:00Z,14.473000049591064,5,2,2
5da6b2aca2860400146b8ace,Increasing,2024-04-24 21:53:04,2024-04-24 21:54:51,1,1,1,0,1,0,2024-04-24T21:53:32Z,0,2,0,0
5da6b2aca2860400146b8ace,Increasing,2024-04-24 21:53:04,2024-04-24 21:54:51,2,1,1,0,1,1,2024-04-24T21:53:48Z,15.807999849319458,1,1,1
5da6b2aca2860400146b8ace,Increasing,2024-04-24 21:53:04,2024-04-24 21:54:51,3,1,1,1,1,1,2024-04-24T21:53:54Z,6.375,0,2,1
5da6b2aca2860400146b8ace,Increasing,2024-04-24 21:53:04,2024-04-24 21:54:51,4,2,1,1,1,1,2024-04-24T21:54:02Z,7.168000221252441,0,3,1
5da6b2aca2860400146b8ace,Increasing,2024-04-24 21:53:04,2024-04-24 21:54:51,5,0,1,1,1,1,2024-04-24T21:54:10Z,8.301999807357788,1,2,1
5da6b2aca2860400146b8ace,Increasing,2024-04-24 21:53:04,2024-04-24 21:54:51,6,0,0,1,1,1,2024-04-24T21:54:24Z,14.187999963760376,2,2,1
5da6b2aca2860400146b8ace,Increasing,2024-04-24 21:53:04,2024-04-24 21:54:51,7,0,2,1,2,1,2024-04-24T21:54:31Z,6.895000219345093,1,3,2
5da6b2aca2860400146b8ace,Increasing,2024-04-24 21:53:04,2024-04-24 21:54:51,8,0,1,1,0,1,2024-04-24T21:54:45Z,13.97599983215332,2,3,2
634693369430f49b0c4aced4,Increasing,2024-04-24 21:53:25,2024-04-24 21:55:03,1,1,0,0,1,0,2024-04-24T21:53:48Z,0,2,3,0
634693369430f49b0c4aced4,Increasing,2024-04-24 21:53:25,2024-04-24 21:55:03,2,1,1,0,1,1,2024-04-24T21:54:04Z,16.200999975204468,2,3,2
634693369430f49b0c4aced4,Increasing,2024-04-24 21:53:25,2024-04-24 21:55:03,3,1,1,0,2,1,2024-04-24T21:54:18Z,14.018999814987183,1,4,1
634693369430f49b0c4aced4,Increasing,2024-04-24 21:53:25,2024-04-24 21:55:03,4,2,1,0,1,1,2024-04-24T21:54:26Z,8.063000202178955,3,2,2
634693369430f49b0c4aced4,Increasing,2024-04-24 21:53:25,2024-04-24 21:55:03,5,0,2,0,1,1,2024-04-24T21:54:34Z,7.787999868392944,1,2,2
634693369430f49b0c4aced4,Increasing,2024-04-24 21:53:25,2024-04-24 21:55:03,6,0,2,1,1,1,2024-04-24T21:54:40Z,6.180999994277954,2,1,1
634693369430f49b0c4aced4,Increasing,2024-04-24 21:53:25,2024-04-24 21:55:03,7,0,2,1,0,0,2024-04-24T21:54:49Z,8.781000137329102,2,0,2
634693369430f49b0c4aced4,Increasing,2024-04-24 21:53:25,2024-04-24 21:55:03,8,0,1,1,0,0,2024-04-24T21:54:58Z,9.066999912261963,3,0,1
6010e0dab98c814912076b27,Increasing,2024-04-24 21:54:12,2024-04-24 21:55:08,1,0,0,0,0,0,2024-04-24T21:54:18Z,0,1,4,0
6010e0dab98c814912076b27,Increasing,2024-04-24 21:54:12,2024-04-24 21:55:08,2,0,0,0,1,0,2024-04-24T21:54:30Z,12.23199987411499,1,3,1
6010e0dab98c814912076b27,Increasing,2024-04-24 21:54:12,2024-04-24 21:55:08,3,0,0,0,2,0,2024-04-24T21:54:33Z,3.2870001792907715,2,3,1
6010e0dab98c814912076b27,Increasing,2024-04-24 21:54:12,2024-04-24 21:55:08,4,0,2,0,2,0,2024-04-24T21:54:38Z,5.184000015258789,1,4,1
6010e0dab98c814912076b27,Increasing,2024-04-24 21:54:12,2024-04-24 21:55:08,5,1,0,0,2,0,2024-04-24T21:54:45Z,6.625,2,2,2
6010e0dab98c814912076b27,Increasing,2024-04-24 21:54:12,2024-04-24 21:55:08,6,2,0,0,2,0,2024-04-24T21:54:50Z,4.678999900817871,3,2,1
6010e0dab98c814912076b27,Increasing,2024-04-24 21:54:12,2024-04-24 21:55:08,7,2,0,0,2,1,2024-04-24T21:54:55Z,5.328999996185303,4,1,1
6010e0dab98c814912076b27,Increasing,2024-04-24 21:54:12,2024-04-24 21:55:08,8,2,0,1,2,1,2024-04-24T21:55:05Z,10.246999979019165,5,0,1
5e9c46d915d7e7164112c649,Increasing,2024-04-24 21:56:17,2024-04-24 21:58:14,1,0,0,0,0,1,2024-04-24T21:56:34Z,0,1,2,0
5e9c46d915d7e7164112c649,Increasing,2024-04-24 21:56:17,2024-04-24 21:58:14,2,0,0,0,0,0,2024-04-24T21:56:49Z,15.333000183105469,2,1,1
5e9c46d915d7e7164112c649,Increasing,2024-04-24 21:56:17,2024-04-24 21:58:14,3,0,0,0,1,0,2024-04-24T21:56:57Z,7.447999954223633,3,0,1
5e9c46d915d7e7164112c649,Increasing,2024-04-24 21:56:17,2024-04-24 21:58:14,4,1,0,1,1,0,2024-04-24T21:57:06Z,9.483000040054321,2,2,2
5e9c46d915d7e7164112c649,Increasing,2024-04-24 21:56:17,2024-04-24 21:58:14,5,1,0,0,1,0,2024-04-24T21:57:14Z,7.9670000076293945,3,1,1
5e9c46d915d7e7164112c649,Increasing,2024-04-24 21:56:17,2024-04-24 21:58:14,6,2,0,0,1,0,2024-04-24T21:57:22Z,8.199999809265137,4,0,1
5e9c46d915d7e7164112c649,Increasing,2024-04-24 21:56:17,2024-04-24 21:58:14,7,2,0,0,2,0,2024-04-24T21:57:40Z,18.312000036239624,3,0,1
5e9c46d915d7e7164112c649,Increasing,2024-04-24 21:56:17,2024-04-24 21:58:14,8,2,1,0,1,0,2024-04-24T21:58:03Z,22.924000024795532,5,0,2
595d3afcdd044900012ce78a,Flat,2024-04-24 21:57:03,2024-04-24 21:58:39,1,0,0,0,0,0,2024-04-24T21:57:29Z,0,3,2,0
595d3afcdd044900012ce78a,Flat,2024-04-24 21:57:03,2024-04-24 21:58:39,2,0,0,0,1,0,2024-04-24T21:57:39Z,9.871000051498413,3,1,1
595d3afcdd044900012ce78a,Flat,2024-04-24 21:57:03,2024-04-24 21:58:39,3,0,0,0,2,0,2024-04-24T21:57:45Z,6.648999929428101,4,1,1
595d3afcdd044900012ce78a,Flat,2024-04-24 21:57:03,2024-04-24 21:58:39,4,0,1,0,2,0,2024-04-24T21:57:56Z,10.997999906539917,3,1,1
595d3afcdd044900012ce78a,Flat,2024-04-24 21:57:03,2024-04-24 21:58:39,5,1,0,0,2,1,2024-04-24T21:58:12Z,15.888000011444092,4,1,3
595d3afcdd044900012ce78a,Flat,2024-04-24 21:57:03,2024-04-24 21:58:39,6,1,0,0,2,0,2024-04-24T21:58:17Z,5.203999996185303,3,2,1
595d3afcdd044900012ce78a,Flat,2024-04-24 21:57:03,2024-04-24 21:58:39,7,2,0,0,2,0,2024-04-24T21:58:27Z,9.91700005531311,3,1,1
595d3afcdd044900012ce78a,Flat,2024-04-24 21:57:03,2024-04-24 21:58:39,8,2,2,0,2,0,2024-04-24T21:58:33Z,6.20199990272522,2,2,1
5d08e3676f5dfc0019d57a4c,Flat,2024-04-24 21:53:10,2024-04-24 21:55:39,1,0,0,0,0,0,2024-04-24T21:53:37Z,0,3,1,0
5d08e3676f5dfc0019d57a4c,Flat,2024-04-24 21:53:10,2024-04-24 21:55:39,2,1,0,0,0,0,2024-04-24T21:53:54Z,17.082000017166138,3,2,1
5d08e3676f5dfc0019d57a4c,Flat,2024-04-24 21:53:10,2024-04-24 21:55:39,3,2,0,0,0,0,2024-04-24T21:54:06Z,11.340999841690063,4,1,1
5d08e3676f5dfc0019d57a4c,Flat,2024-04-24 21:53:10,2024-04-24 21:55:39,4,2,0,0,1,0,2024-04-24T21:54:25Z,19.353000164031982,4,0,1
5d08e3676f5dfc0019d57a4c,Flat,2024-04-24 21:53:10,2024-04-24 21:55:39,5,2,0,0,2,0,2024-04-24T21:54:37Z,12.188999891281128,5,0,1
5d08e3676f5dfc0019d57a4c,Flat,2024-04-24 21:53:10,2024-04-24 21:55:39,6,2,0,1,2,0,2024-04-24T21:54:52Z,14.980999946594238,4,1,1
5d08e3676f5dfc0019d57a4c,Flat,2024-04-24 21:53:10,2024-04-24 21:55:39,7,0,0,1,2,0,2024-04-24T21:55:12Z,20.462000131607056,3,1,1
5d08e3676f5dfc0019d57a4c,Flat,2024-04-24 21:53:10,2024-04-24 21:55:39,8,0,0,0,2,0,2024-04-24T21:55:32Z,19.57099986076355,4,0,1
5cc4969c3b1b1c0018f9da36,Flat,2024-04-24 21:54:46,2024-04-24 21:55:45,1,0,1,0,1,0,2024-04-24T21:54:56Z,0,4,0,0
5cc4969c3b1b1c0018f9da36,Flat,2024-04-24 21:54:46,2024-04-24 21:55:45,2,1,0,1,2,0,2024-04-24T21:55:05Z,9.542999982833862,2,2,4
5cc4969c3b1b1c0018f9da36,Flat,2024-04-24 21:54:46,2024-04-24 21:55:45,3,1,1,0,1,0,2024-04-24T21:55:12Z,7.065000057220459,5,0,3
5cc4969c3b1b1c0018f9da36,Flat,2024-04-24 21:54:46,2024-04-24 21:55:45,4,2,1,1,1,1,2024-04-24T21:55:18Z,5.864000082015991,2,3,3
5cc4969c3b1b1c0018f9da36,Flat,2024-04-24 21:54:46,2024-04-24 21:55:45,5,0,0,0,0,0,2024-04-24T21:55:26Z,7.7829999923706055,2,0,5
5cc4969c3b1b1c0018f9da36,Flat,2024-04-24 21:54:46,2024-04-24 21:55:45,6,1,2,1,1,0,2024-04-24T21:55:32Z,5.664999961853027,3,2,4
5cc4969c3b1b1c0018f9da36,Flat,2024-04-24 21:54:46,2024-04-24 21:55:45,7,1,1,0,2,0,2024-04-24T21:55:38Z,6.00600004196167,4,1,3
5cc4969c3b1b1c0018f9da36,Flat,2024-04-24 21:54:46,2024-04-24 21:55:45,8,1,1,0,2,0,2024-04-24T21:55:42Z,4.497999906539917,4,1,0
5e14f72f557425b04528df9a,Flat,2024-04-24 21:52:58,2024-04-24 21:55:51,1,0,0,0,0,0,2024-04-24T21:53:19Z,0,3,1,0
5e14f72f557425b04528df9a,Flat,2024-04-24 21:52:58,2024-04-24 21:55:51,2,0,0,1,0,0,2024-04-24T21:53:47Z,27.2979998588562,2,2,1
5e14f72f557425b04528df9a,Flat,2024-04-24 21:52:58,2024-04-24 21:55:51,3,0,0,0,0,1,2024-04-24T21:54:05Z,18.02300000190735,4,0,2
5e14f72f557425b04528df9a,Flat,2024-04-24 21:52:58,2024-04-24 21:55:51,4,0,0,1,0,1,2024-04-24T21:54:20Z,15.686000108718872,3,1,1
5e14f72f557425b04528df9a,Flat,2024-04-24 21:52:58,2024-04-24 21:55:51,5,0,0,0,1,1,2024-04-24T21:54:48Z,27.63100004196167,3,1,2
5e14f72f557425b04528df9a,Flat,2024-04-24 21:52:58,2024-04-24 21:55:51,6,0,0,0,2,1,2024-04-24T21:55:02Z,13.623999834060669,3,0,1
5e14f72f557425b04528df9a,Flat,2024-04-24 21:52:58,2024-04-24 21:55:51,7,1,0,0,0,1,2024-04-24T21:55:29Z,26.99400019645691,4,1,2
5e14f72f557425b04528df9a,Flat,2024-04-24 21:52:58,2024-04-24 21:55:51,8,2,0,0,0,1,2024-04-24T21:55:39Z,10.300999879837036,5,0,1
5b9e90661641f90001d857ff,Flat,2024-04-24 21:57:16,2024-04-24 21:59:10,1,0,0,0,0,0,2024-04-24T21:57:37Z,0,4,0,0
5b9e90661641f90001d857ff,Flat,2024-04-24 21:57:16,2024-04-24 21:59:10,2,1,0,0,0,0,2024-04-24T21:57:59Z,22.424999952316284,5,0,1
5b9e90661641f90001d857ff,Flat,2024-04-24 21:57:16,2024-04-24 21:59:10,3,2,0,0,0,0,2024-04-24T21:58:06Z,6.828999996185303,4,1,1
5b9e90661641f90001d857ff,Flat,2024-04-24 21:57:16,2024-04-24 21:59:10,4,2,0,0,1,0,2024-04-24T21:58:18Z,11.76800012588501,3,2,1
5b9e90661641f90001d857ff,Flat,2024-04-24 21:57:16,2024-04-24 21:59:10,5,2,0,0,2,0,2024-04-24T21:58:24Z,6.435999870300293,3,1,1
5b9e90661641f90001d857ff,Flat,2024-04-24 21:57:16,2024-04-24 21:59:10,6,1,0,0,1,1,2024-04-24T21:58:41Z,16.628000020980835,3,2,3
5b9e90661641f90001d857ff,Flat,2024-04-24 21:57:16,2024-04-24 21:59:10,7,1,0,1,1,1,2024-04-24T21:58:53Z,11.621000051498413,2,3,1
5b9e90661641f90001d857ff,Flat,2024-04-24 21:57:16,2024-04-24 21:59:10,8,1,0,1,0,1,2024-04-24T21:59:02Z,9.729000091552734,3,2,1
5f0e0f586b19351132514f4d,Flat,2024-04-24 21:56:44,2024-04-24 21:59:34,1,1,0,0,0,1,2024-04-24T21:57:47Z,0,2,1,0
5f0e0f586b19351132514f4d,Flat,2024-04-24 21:56:44,2024-04-24 21:59:34,2,2,1,0,1,1,2024-04-24T21:58:07Z,20.509000062942505,2,3,3
5f0e0f586b19351132514f4d,Flat,2024-04-24 21:56:44,2024-04-24 21:59:34,3,1,0,0,0,1,2024-04-24T21:58:21Z,13.901000022888184,2,1,3
5f0e0f586b19351132514f4d,Flat,2024-04-24 21:56:44,2024-04-24 21:59:34,4,1,1,1,1,1,2024-04-24T21:58:36Z,14.717000007629395,3,1,3
5f0e0f586b19351132514f4d,Flat,2024-04-24 21:56:44,2024-04-24 21:59:34,5,1,0,0,0,1,2024-04-24T21:58:46Z,9.950000047683716,2,1,3
5f0e0f586b19351132514f4d,Flat,2024-04-24 21:56:44,2024-04-24 21:59:34,6,1,0,0,1,0,2024-04-24T21:58:57Z,11.3510000705719,2,2,2
5f0e0f586b19351132514f4d,Flat,2024-04-24 21:56:44,2024-04-24 21:59:34,7,0,0,1,1,0,2024-04-24T21:59:15Z,18.11899995803833,4,1,2
5f0e0f586b19351132514f4d,Flat,2024-04-24 21:56:44,2024-04-24 21:59:34,8,2,0,1,1,0,2024-04-24T21:59:27Z,12.134000062942505,3,2,1
5adef952f6b58c0001fa755b,Increasing,2024-04-24 21:57:23,2024-04-24 21:59:45,1,0,0,0,0,0,2024-04-24T21:57:40Z,0,2,4,0
5adef952f6b58c0001fa755b,Increasing,2024-04-24 21:57:23,2024-04-24 21:59:45,2,2,0,0,1,0,2024-04-24T21:57:58Z,18.878000020980835,3,3,2
5adef952f6b58c0001fa755b,Increasing,2024-04-24 21:57:23,2024-04-24 21:59:45,3,2,1,1,1,0,2024-04-24T21:58:12Z,13.735000133514404,2,1,2
5adef952f6b58c0001fa755b,Increasing,2024-04-24 21:57:23,2024-04-24 21:59:45,4,2,1,0,1,0,2024-04-24T21:58:22Z,10.166999816894531,3,2,1
5adef952f6b58c0001fa755b,Increasing,2024-04-24 21:57:23,2024-04-24 21:59:45,5,0,0,1,2,0,2024-04-24T21:58:41Z,18.611000061035156,2,2,4
5adef952f6b58c0001fa755b,Increasing,2024-04-24 21:57:23,2024-04-24 21:59:45,6,1,2,1,0,1,2024-04-24T21:59:03Z,22.365000009536743,1,2,4
5adef952f6b58c0001fa755b,Increasing,2024-04-24 21:57:23,2024-04-24 21:59:45,7,1,2,1,2,1,2024-04-24T21:59:18Z,14.855999946594238,2,1,1
5adef952f6b58c0001fa755b,Increasing,2024-04-24 21:57:23,2024-04-24 21:59:45,8,2,2,0,1,1,2024-04-24T21:59:36Z,17.60800004005432,3,1,3
63d5624d4f5f004787f5680e,Flat,2024-04-24 21:54:41,2024-04-24 21:56:25,1,0,0,0,0,0,2024-04-24T21:55:03Z,0,2,2,0
63d5624d4f5f004787f5680e,Flat,2024-04-24 21:54:41,2024-04-24 21:56:25,2,0,0,0,0,1,2024-04-24T21:55:14Z,10.444000005722046,3,1,1
63d5624d4f5f004787f5680e,Flat,2024-04-24 21:54:41,2024-04-24 21:56:25,3,0,0,1,0,1,2024-04-24T21:55:26Z,12.449000120162964,2,2,1
63d5624d4f5f004787f5680e,Flat,2024-04-24 21:54:41,2024-04-24 21:56:25,4,1,0,0,0,1,2024-04-24T21:55:46Z,20.103999853134155,2,1,2
63d5624d4f5f004787f5680e,Flat,2024-04-24 21:54:41,2024-04-24 21:56:25,5,2,0,0,0,1,2024-04-24T21:55:52Z,5.5980000495910645,2,2,1
63d5624d4f5f004787f5680e,Flat,2024-04-24 21:54:41,2024-04-24 21:56:25,6,0,1,0,1,1,2024-04-24T21:56:06Z,13.806999921798706,5,0,3
63d5624d4f5f004787f5680e,Flat,2024-04-24 21:54:41,2024-04-24 21:56:25,7,0,2,0,1,1,2024-04-24T21:56:11Z,5.684000015258789,4,1,1
63d5624d4f5f004787f5680e,Flat,2024-04-24 21:54:41,2024-04-24 21:56:25,8,0,1,0,2,1,2024-04-24T21:56:19Z,7.3440001010894775,4,0,2
655371cac562a3701896f9fc,Flat,2024-04-24 22:20:13,2024-04-24 22:21:50,1,0,0,0,0,0,2024-04-24T22:20:31Z,0,4,1,0
